job,agent,model,dataset,task,trial_dir,reward,status
2026-02-17__23-25-36,claude-code,,summary_qa,pmc5461999_rs113993960_summary,pmc5461999_rs113993960_summary__dDU72qX,0.0,fail
2026-02-17__23-25-36,claude-code,,summary_qa,pmc5467955_hla_b_15_02_summary,pmc5467955_hla_b_15_02_summary__kqjYVBC,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc554812_hla_b_58_01_summary,pmc554812_hla_b_58_01_summary__cMcyZLp,1.0,pass
2026-02-17__23-25-36,claude-code,,summary_qa,pmc5564514_cyp2d6_1_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_9_cyp2d6_10_cyp2d6_17_cyp2d6_29_cyp2d6_31_cyp2d6_35_cyp2d6_41_summary,pmc5564514_cyp2d6_1_cyp2d6_2_cyp__pZVj9Ae,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc5700347_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc5700347_cyp2c19_1_cyp2c19_2_c__swhY3sP,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc5728073_rs4149056_summary,pmc5728073_rs4149056_summary__pXRw5sc,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc5728073_slco1b1_1_slco1b1_5_slco1b1_15_summary,pmc5728073_slco1b1_1_slco1b1_5_s__SoLwGv5,0.0,error
2026-02-17__23-25-36,claude-code,,summary_qa,pmc5775044_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_4_cyp2c19_5_cyp2c19_6_cyp2c19_8_cyp2c19_17_summary,pmc5775044_cyp2c19_1_cyp2c19_2_c__jcb7JBX,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6132901_nudt15_1_nudt15_2_nudt15_3_summary,pmc6132901_nudt15_1_nudt15_2_nud__U4u8uc4,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6373376_cyp2c9_1_cyp2c9_2_cyp2c9_3_summary,pmc6373376_cyp2c9_1_cyp2c9_2_cyp__LwVzWop,1.0,pass
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6461793_rs2231142_summary,pmc6461793_rs2231142_summary__dGuhBb7,1.0,error
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6462825_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_4_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_summary,pmc6462825_cyp2c9_1_cyp2c9_2_cyp__Pim9qhF,1.0,pass
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6465603_rs116855232_summary,pmc6465603_rs116855232_summary__p256kyf,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6474277_rs55886062_summary,pmc6474277_rs55886062_summary__AMvWTN8,0.3333333333333333,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6562829_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_17_summary,pmc6562829_cyp2d6_1_cyp2d6_3_cyp__UnGVP4Q,0.3333333333333333,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6562829_cyp2d6_1_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_17_cyp2d6_40_summary,pmc6562829_cyp2d6_1_cyp2d6_4_cyp__J6NFCLL,1.0,pass
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6777606_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_5_cyp2c9_6_cyp2c9_11_summary,pmc6777606_cyp2c9_1_cyp2c9_2_cyp__sKPrzqT,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6920759_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_9_cyp2d6_10_cyp2d6_17_cyp2d6_41_summary,pmc6920759_cyp2d6_1_cyp2d6_1xn_c__UnMaRVH,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc6969041_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc6969041_cyp2c19_1_cyp2c19_2_c__Q3Kn9Dn,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc7221122_cyp2c9_1_cyp2c9_2_cyp2c9_3_summary,pmc7221122_cyp2c9_1_cyp2c9_2_cyp__htDpaM2,0.6666666666666666,partial
2026-02-17__23-25-36,claude-code,,summary_qa,pmc8062056_rs4149056_summary,pmc8062056_rs4149056_summary__FkzfNvu,1.0,pass
2026-02-17__23-25-54,codex,o3-mini,summary_qa,pmc1401654_nat2_4_nat2_5_nat2_6_nat2_7_nat2_16_summary,pmc1401654_nat2_4_nat2_5_nat2_6___BCCEoKM,0.0,fail
2026-02-17__23-25-54,codex,o3-mini,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_summary,pmc2291379_cyp2d6_1_cyp2d6_1xn_c__hTvUmyf,0.0,fail
2026-02-17__23-25-54,codex,o3-mini,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_summary,pmc2291379_cyp2d6_1_cyp2d6_3_cyp__auibMWe,0.0,fail
2026-02-17__23-25-54,codex,o3-mini,summary_qa,pmc4405819_cyp2b6_1_cyp2b6_2_cyp2b6_6_cyp2b6_18_cyp2b6_38_summary,pmc4405819_cyp2b6_1_cyp2b6_2_cyp__GZZMCjT,0.0,fail
2026-02-17__23-25-54,codex,o3-mini,summary_qa,pmc4500328_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_4_tpmt_5_tpmt_6_tpmt_7_tpmt_8_tpmt_9_tpmt_12_tpmt_14_tpmt_15_tpmt_16_tpmt_23_summary,pmc4500328_tpmt_1_tpmt_2_tpmt_3a__AsukSsk,0.0,fail
2026-02-17__23-25-54,codex,o3-mini,summary_qa,pmc554812_hla_b_58_01_summary,pmc554812_hla_b_58_01_summary__4HZDvqQ,0.0,fail
2026-02-17__23-37-25,codex,gpt-5,summary_qa,pmc1401654_nat2_4_nat2_5_nat2_6_nat2_7_nat2_16_summary,pmc1401654_nat2_4_nat2_5_nat2_6___rNr8Cnk,0.6666666666666666,partial
2026-02-17__23-42-45,codex,o4-mini,summary_qa,pmc1401654_nat2_4_nat2_5_nat2_6_nat2_7_nat2_16_summary,pmc1401654_nat2_4_nat2_5_nat2_6___7ozfHLX,0.0,fail
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc11401437_rs186089140_summary,pmc11401437_rs186089140_summary__MbYAWj6,0.0,fail
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc11672886_rs80224560_summary,pmc11672886_rs80224560_summary__kpn4isP,0.0,fail
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc1365132_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_summary,pmc1365132_cyp2d6_1_cyp2d6_3_cyp__CNVrALo,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc1401654_nat2_4_nat2_5_nat2_6_nat2_7_nat2_16_summary,pmc1401654_nat2_4_nat2_5_nat2_6___rr3XZgv,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc1856436_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_4_tpmt_6_tpmt_9_tpmt_12_summary,pmc1856436_tpmt_1_tpmt_2_tpmt_3a__EbRWHoL,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc1856436_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_6_summary,pmc1856436_tpmt_1_tpmt_2_tpmt_3a__xmiH5vr,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc1873971_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc1873971_cyp2c19_1_cyp2c19_2_c__7PYuhZf,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc1873971_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_8_cyp2c19_9_cyp2c19_17_summary,pmc1873971_cyp2c19_1_cyp2c19_2_c__sfKqw72,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc1884377_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc1884377_cyp2c19_1_cyp2c19_2_c__7j3pKnX,0.0,fail
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc1884506_cyp2d6_1_cyp2d6_1xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_14_summary,pmc1884506_cyp2d6_1_cyp2d6_1xn_c__bHapywu,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc1885048_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_2xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_9_cyp2d6_10_cyp2d6_14_cyp2d6_41_summary,pmc1885048_cyp2d6_1_cyp2d6_1xn_c__LXJJLum,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2014334_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_cyp2c9_13_cyp2c9_14_cyp2c9_16_cyp2c9_29_cyp2c9_31_cyp2c9_33_cyp2c9_37_cyp2c9_39_cyp2c9_42_cyp2c9_43_cyp2c9_45_cyp2c9_50_cyp2c9_52_cyp2c9_55_summary,pmc2014334_cyp2c9_1_cyp2c9_2_cyp__vZ9XqHY,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2014902_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_9_cyp2c19_10_cyp2c19_17_cyp2c19_24_cyp2c19_26_summary,pmc2014902_cyp2c19_1_cyp2c19_2_c__jyZgvin,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2048549_cyp2d6_1_cyp2d6_4_cyp2d6_4xn_cyp2d6_5_cyp2d6_10_cyp2d6_17_cyp2d6_92_cyp2d6_96_summary,pmc2048549_cyp2d6_1_cyp2d6_4_cyp__8Rpfe63,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2291274_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_summary,pmc2291274_cyp2d6_1_cyp2d6_1xn_c__RJdFAuS,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_1xn_cyp2d6_2xn_cyp2d6_4_cyp2d6_5_summary,pmc2291379_cyp2d6_1_cyp2d6_1xn_c__275WShz,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_1xn_cyp2d6_2xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_9_cyp2d6_10_cyp2d6_35_cyp2d6_35xn_cyp2d6_41_summary,pmc2291379_cyp2d6_1_cyp2d6_1xn_c__LQFTawC,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_41_summary,pmc2291379_cyp2d6_1_cyp2d6_1xn_c__MAnCcsu,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_summary_1451265448,pmc2291379_cyp2d6_1_cyp2d6_3_cyp__JVE5HB2,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2291379_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_summary,pmc2291379_cyp2d6_1_cyp2d6_3_cyp__uFSKT7H,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2360725_rs121434568_summary,pmc2360725_rs121434568_summary__CouYMto,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2432487_cyp2c19_1_cyp2c19_2_cyp2c19_3_summary,pmc2432487_cyp2c19_1_cyp2c19_2_c__ZwzNrtS,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2432487_cyp2c19_1_cyp2c19_2_cyp2c19_3_summary_1183629796,pmc2432487_cyp2c19_1_cyp2c19_2_c__wfXH848,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2602733_rs3918290_summary_1451274984,pmc2602733_rs3918290_summary_145__R73r7Kp,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2602733_rs3918290_summary,pmc2602733_rs3918290_summary__K3BVsVH,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2816343_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_2xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_17_summary,pmc2816343_cyp2d6_1_cyp2d6_1xn_c__xL8anxd,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2824234_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_summary,pmc2824234_cyp2d6_1_cyp2d6_3_cyp__jsbgR38,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2859392_rs3745274_summary,pmc2859392_rs3745274_summary__FC9X6eh,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc2955237_rs56038477_summary,pmc2955237_rs56038477_summary__dv7Zp7y,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3061841_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc3061841_cyp2c19_1_cyp2c19_2_c__nehVqhC,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3090085_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_4_summary,pmc3090085_cyp2c19_1_cyp2c19_2_c__Lz7QVu8,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3148255_rs75527207_summary,pmc3148255_rs75527207_summary__kwZDK85,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3291838_rs9923231_summary,pmc3291838_rs9923231_summary__HtjqJZN,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3330749_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_5_cyp2c9_6_cyp2c9_11_summary,pmc3330749_cyp2c9_1_cyp2c9_2_cyp__C3p7agK,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3461592_rs2108622_summary,pmc3461592_rs2108622_summary__pcJRdqx,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3522814_cyp2b6_1_cyp2b6_4_cyp2b6_6_cyp2b6_9_cyp2b6_18_cyp2b6_28_summary,pmc3522814_cyp2b6_1_cyp2b6_4_cyp__tcjqft3,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3571021_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc3571021_cyp2c19_1_cyp2c19_2_c__ypZTU7h,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3579268_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_4xn_cyp2d6_5_cyp2d6_6_summary,pmc3579268_cyp2d6_1_cyp2d6_3_cyp__eZLsQAS,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3579501_cyp3a5_1_cyp3a5_3_cyp3a5_6_cyp3a5_7_summary_981203719,pmc3579501_cyp3a5_1_cyp3a5_3_cyp__mv27jfc,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3579501_cyp3a5_1_cyp3a5_3_cyp3a5_6_cyp3a5_7_summary,pmc3579501_cyp3a5_1_cyp3a5_3_cyp__v2udBL7,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3657889_rs9923231_summary,pmc3657889_rs9923231_summary__UPvhjyx,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3674704_rs12979860_summary,pmc3674704_rs12979860_summary__eDJVTaT,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3694243_rs75017182_summary_1184986174,pmc3694243_rs75017182_summary_11__r4pWq3G,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3694243_rs75017182_summary,pmc3694243_rs75017182_summary__FtQJoBc,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3773276_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_8_cyp2c19_10_cyp2c19_17_cyp2c19_19_cyp2c19_25_cyp2c19_26_summary,pmc3773276_cyp2c19_1_cyp2c19_2_c__SW7Ts9n,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3775655_cyp2d6_1_cyp2d6_1xn_cyp2d6_2_cyp2d6_2xn_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_cyp2d6_17_cyp2d6_29_cyp2d6_36_cyp2d6_41_summary,pmc3775655_cyp2d6_1_cyp2d6_1xn_c__2S6QwAZ,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3805522_rs56038477_summary,pmc3805522_rs56038477_summary__YFePmt5,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3805522_rs67376798_summary,pmc3805522_rs67376798_summary__s7eNc7k,0.0,fail
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3821392_rs55886062_summary,pmc3821392_rs55886062_summary__xXpMngs,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3821392_rs67376798_summary,pmc3821392_rs67376798_summary__vdK4Wbs,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3839910_hla_a_31_01_summary,pmc3839910_hla_a_31_01_summary__aYgCv4E,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc3839910_hla_b_15_02_hla_b_15_11_summary,pmc3839910_hla_b_15_02_hla_b_15___HyQKwNr,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc384715_hla_b_57_01_summary,pmc384715_hla_b_57_01_summary__ifBaDKU,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4043918_rs9923231_summary,pmc4043918_rs9923231_summary__S9qPwdq,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4059003_ugt1a1_1_ugt1a1_6_ugt1a1_28_ugt1a1_36_ugt1a1_37_summary,pmc4059003_ugt1a1_1_ugt1a1_6_ugt__L4QAsZP,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4271081_rs55886062_summary,pmc4271081_rs55886062_summary__9XbysUA,0.0,fail
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4308646_cyp2d6_1_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_7_cyp2d6_9_cyp2d6_10_cyp2d6_10x2_cyp2d6_11_cyp2d6_17_cyp2d6_21_cyp2d6_36_cyp2d6_41_summary,pmc4308646_cyp2d6_1_cyp2d6_2_cyp__TGR3Whc,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4375304_rs116855232_summary,pmc4375304_rs116855232_summary__RyDnvjh,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4405819_cyp2b6_1_cyp2b6_2_cyp2b6_6_cyp2b6_18_cyp2b6_38_summary,pmc4405819_cyp2b6_1_cyp2b6_2_cyp__ZVwn2CK,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4446052_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_9_summary,pmc4446052_tpmt_1_tpmt_2_tpmt_3a__cP3S2ic,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4480333_cyp2d6_1_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_10_summary,pmc4480333_cyp2d6_1_cyp2d6_3_cyp__ocfP6yi,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4500328_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_4_tpmt_5_tpmt_6_tpmt_7_tpmt_8_tpmt_9_tpmt_12_tpmt_14_tpmt_15_tpmt_16_tpmt_23_summary,pmc4500328_tpmt_1_tpmt_2_tpmt_3a__3eWCJEp,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4502741_rs121908755_summary,pmc4502741_rs121908755_summary__WSggUV3,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4609097_rs121908757_summary,pmc4609097_rs121908757_summary__ZizqMGk,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4609097_rs121909005_summary,pmc4609097_rs121909005_summary__DxTwcoo,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4641035_rs78655421_summary,pmc4641035_rs78655421_summary__G2Lvy5M,0.0,fail
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4737107_tpmt_1_tpmt_2_tpmt_3a_tpmt_3b_tpmt_3c_tpmt_7_tpmt_9_tpmt_10_tpmt_12_tpmt_13_tpmt_16_tpmt_17_tpmt_18_tpmt_23_summary,pmc4737107_tpmt_1_tpmt_2_tpmt_3a__CJkXjHS,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4737107_tpmt_1_tpmt_2_tpmt_3a_tpmt_3c_tpmt_9_summary_1451748900,pmc4737107_tpmt_1_tpmt_2_tpmt_3a__FcpuGC8,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4737107_tpmt_1_tpmt_2_tpmt_3a_tpmt_3c_tpmt_9_summary,pmc4737107_tpmt_1_tpmt_2_tpmt_3a__yiXyZYa,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4746878_rs4149056_summary,pmc4746878_rs4149056_summary__mcc8pwJ,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4872310_ugt1a1_1_ugt1a1_28_summary,pmc4872310_ugt1a1_1_ugt1a1_28_su__ee8owUw,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4879695_rs67376798_summary,pmc4879695_rs67376798_summary__4gAzqgN,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc4930967_ugt1a1_1_ugt1a1_28_summary,pmc4930967_ugt1a1_1_ugt1a1_28_su__zmUkxoT,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5029084_nudt15_1_nudt15_2_nudt15_3_summary,pmc5029084_nudt15_1_nudt15_2_nud__Kig4qC7,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5053597_rs12979860_summary_1183680546,pmc5053597_rs12979860_summary_11__ag8JbTb,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5053597_rs12979860_summary,pmc5053597_rs12979860_summary__tz2QST8,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc507468_rs3918290_summary,pmc507468_rs3918290_summary__xDugtLb,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5079351_rs77932196_summary,pmc5079351_rs77932196_summary__WESmyzf,0.0,fail
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5355968_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc5355968_cyp2c19_1_cyp2c19_2_c__HCLfnX6,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5461999_rs113993960_summary,pmc5461999_rs113993960_summary__YsBgkGE,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5467955_hla_b_15_02_summary,pmc5467955_hla_b_15_02_summary__7jxBjaf,0.3333333333333333,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc554812_hla_b_58_01_summary,pmc554812_hla_b_58_01_summary__3r9h78x,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5564514_cyp2d6_1_cyp2d6_2_cyp2d6_3_cyp2d6_4_cyp2d6_5_cyp2d6_6_cyp2d6_9_cyp2d6_10_cyp2d6_17_cyp2d6_29_cyp2d6_31_cyp2d6_35_cyp2d6_41_summary,pmc5564514_cyp2d6_1_cyp2d6_2_cyp__hmTZzGr,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5700347_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_17_summary,pmc5700347_cyp2c19_1_cyp2c19_2_c__FouJEbN,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5728073_rs4149056_summary,pmc5728073_rs4149056_summary__KNq8s27,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5728073_slco1b1_1_slco1b1_5_slco1b1_15_summary,pmc5728073_slco1b1_1_slco1b1_5_s__pe5TbGT,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc5775044_cyp2c19_1_cyp2c19_2_cyp2c19_3_cyp2c19_4_cyp2c19_5_cyp2c19_6_cyp2c19_8_cyp2c19_17_summary,pmc5775044_cyp2c19_1_cyp2c19_2_c__uhgP4Yy,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6132901_nudt15_1_nudt15_2_nudt15_3_summary,pmc6132901_nudt15_1_nudt15_2_nud__LRVLUTp,0.6666666666666666,partial
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6373376_cyp2c9_1_cyp2c9_2_cyp2c9_3_summary,pmc6373376_cyp2c9_1_cyp2c9_2_cyp__GTtWoDu,1.0,pass
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6461793_rs2231142_summary,pmc6461793_rs2231142_summary__joaJf2V,0.0,fail
2026-02-17__23-48-08,codex,gpt-5,summary_qa,pmc6462825_cyp2c9_1_cyp2c9_2_cyp2c9_3_cyp2c9_4_cyp2c9_5_cyp2c9_6_cyp2c9_8_cyp2c9_11_summary,pmc6462825_cyp2c9_1_cyp2c9_2_cyp__8CFFm3j,0.6666666666666666,partial
